Objectid ;Straat ;Type_en_merk ;Aantal ;geo_shape;geo_point_2d
6538;Antonie van Hemertstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.484502649823545, 51.440397184858696]}";51.4403971849,5.48450264982
6539;Antonie van Hemertstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.484505146360355, 51.44037815644863]}";51.4403781564,5.48450514636
6540;Antonie van Hemertstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.484507646533205, 51.44036150733716]}";51.4403615073,5.48450764653
6544;Willem Dicbierstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.48472385355798, 51.440240373960215]}";51.440240374,5.48472385356
6545;Willem Dicbierstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.48475048680939, 51.44023797324605]}";51.4402379732,5.48475048681
6547;Willem Dicbierstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.484816432382806, 51.44023078366612]}";51.4402307837,5.48481643238
5760;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473790193976904, 51.46908452861381]}";51.4690845286,5.47379019398
5768;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.472939868480536, 51.469049571779045]}";51.4690495718,5.47293986848
5978;Willemstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47148056411402, 51.43852548262786]}";51.4385254826,5.47148056411
5984;Grote Berg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474208238755922, 51.43540780344919]}";51.4354078034,5.47420823876
5988;Willem de Zwijgerstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473079915840555, 51.43545516685327]}";51.4354551669,5.47307991584
5992;Wilhelminaplein;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.471711687066385, 51.43829262526339]}";51.4382926253,5.47171168707
5994;Wilhelminaplein;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.471773263556046, 51.43828830192694]}";51.4382883019,5.47177326356
5996;Wilhelminaplein;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.471849894986686, 51.43828225976154]}";51.4382822598,5.47184989499
5997;Wilhelminaplein;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.471881371193751, 51.43827882116879]}";51.4382788212,5.47188137119
5999;Wilhelminaplein;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.471940200656522, 51.43827449974283]}";51.4382744997,5.47194020066
6000;Wilhelminaplein;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.471967565141465, 51.43827191804436]}";51.438271918,5.47196756514
6004;Wilhelminaplein;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47169648175233, 51.438205401233624]}";51.4382054012,5.47169648175
6012;Wilhelminaplein;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.471971514736135, 51.43818381718509]}";51.4381838172,5.47197151474
6263;Don Boscostraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.477076097360354, 51.43400192851359]}";51.4340019285,5.47707609736
6265;Don Boscostraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476801997211779, 51.434657918547174]}";51.4346579185,5.47680199721
6269;Don Boscostraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476293475348168, 51.43481411409949]}";51.4348141141,5.47629347535
6270;Don Boscostraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476373114128437, 51.434801203802735]}";51.4348012038,5.47637311413
6273;Don Boscostraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476650537374042, 51.434739954233244]}";51.4347399542,5.47665053737
6279;Deken van Somerenstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47570137435952, 51.43523734993794]}";51.4352373499,5.47570137436
6280;Deken van Somerenstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47570656683617, 51.43528671628638]}";51.4352867163,5.47570656684
6282;Deken van Somerenstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.475719492567471, 51.43538226505893]}";51.4353822651,5.47571949257
6283;Deken van Somerenstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.4757246990925115, 51.43543959356353]}";51.4354395936,5.47572469909
6285;Deken van Somerenstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47574018707166, 51.43554151065795]}";51.4355415107,5.47574018707
6290;Paradijslaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.478293315877171, 51.43460729541866]}";51.4346072954,5.47829331588
6291;Paradijslaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.478279492855383, 51.43488822211718]}";51.4348882221,5.47827949286
6292;Paradijslaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.478276005267289, 51.434942162291144]}";51.4349421623,5.47827600527
6293;Paradijslaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.478258141035192, 51.43499835998218]}";51.43499836,5.47825814104
6549;Johanna van Rochefortstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.484862823974279, 51.43994056972561]}";51.4399405697,5.48486282397
6550;Johanna van Rochefortstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.484846453022036, 51.43987716387381]}";51.4398771639,5.48484645302
6551;Johanna van Rochefortstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.484830053523513, 51.439801073227926]}";51.4398010732,5.48483005352
6552;Johanna van Rochefortstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.484817783441346, 51.439757958558964]}";51.4397579586,5.48481778344
6557;Johanna van Rochefortstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.485382453218354, 51.43956343988369]}";51.4395634399,5.48538245322
6560;Johanna van Rochefortstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.485215049558229, 51.4395786432474]}";51.4395786432,5.48521504956
6564;Johanna van Rochefortstraat;Parkeerplaats Gehandicapten;1.0;"{""type"": ""Point"", ""coordinates"": [5.485061389094537, 51.43949632659195]}";51.4394963266,5.48506138909
5771;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473049431288053, 51.4690481247747]}";51.4690481248,5.47304943129
5774;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473134902083179, 51.46904669545065]}";51.4690466955,5.47313490208
5777;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473244467457745, 51.46904661453662]}";51.4690466145,5.47324446746
5778;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473286103163474, 51.46904658376165]}";51.4690465838,5.47328610316
5781;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473400050288633, 51.46904239164736]}";51.4690423916,5.47340005029
5782;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473426344248909, 51.469042372178905]}";51.4690423722,5.47342634425
5787;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.4735950720128095, 51.469040871845365]}";51.4690408718,5.47359507201
5796;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473886514113972, 51.4690365564131]}";51.4690365564,5.47388651411
6013;Wilhelminaplein;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.472001613339662, 51.438182078422415]}";51.4381820784,5.47200161334
6017;De Rungraaf;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474063176404978, 51.43508381614588]}";51.4350838161,5.4740631764
6020;De Rungraaf;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47415183322709, 51.43504446943749]}";51.4350444694,5.47415183323
6024;De Rungraaf;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474391924489916, 51.43493799874398]}";51.4349379987,5.47439192449
6026;De Rungraaf;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474348714640142, 51.434895667481086]}";51.4348956675,5.47434871464
6029;De Rungraaf;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474263554314627, 51.43483025770676]}";51.4348302577,5.47426355431
6032;De Rungraaf;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474194455548713, 51.434778705391594]}";51.4347787054,5.47419445555
6298;Paradijslaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.478230021674265, 51.435321996754034]}";51.4353219968,5.47823002167
6300;Paradijslaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.478144253574597, 51.435586124101654]}";51.4355861241,5.47814425357
6301;Paradijslaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.477959427837443, 51.43576043921496]}";51.4357604392,5.47795942784
6304;Frederik van Eedenplein;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.477576336768971, 51.43372651825933]}";51.4337265183,5.47757633677
6306;Frederik van Eedenplein;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.477636235186794, 51.433674163035256]}";51.433674163,5.47763623519
6310;Ploegstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.472420533757809, 51.43273187441493]}";51.4327318744,5.47242053376
6314;Ploegstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.472514038528048, 51.43264131690717]}";51.4326413169,5.47251403853
6571;Johanna van Rochefortstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.485392366020353, 51.439454032179704]}";51.4394540322,5.48539236602
6582;Augustijnendreef;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.485050288736333, 51.43895069288303]}";51.4389506929,5.48505028874
6584;Augustijnendreef;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.485220213298909, 51.43892835332272]}";51.4389283533,5.4852202133
6586;Augustijnendreef;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.485402838561074, 51.43891392991462]}";51.4389139299,5.48540283856
6591;Augustijnendreef;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.48566123050098, 51.43874247745982]}";51.4387424775,5.4856612305
6597;Augustijnendreef;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.48573301682297, 51.43909122670513]}";51.4390912267,5.48573301682
5799;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.472825661500202, 51.46891552713633]}";51.4689155271,5.4728256615
5803;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.472965907385273, 51.468914057642706]}";51.4689140576,5.47296590739
5805;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473038223775486, 51.4689126290894]}";51.4689126291,5.47303822378
5808;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47314559611365, 51.4689098173343]}";51.4689098173,5.47314559611
6037;De Rungraaf;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474104339220284, 51.434693281425744]}";51.4346932814,5.47410433922
6039;De Rungraaf;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474052508586828, 51.43465480364223]}";51.4346548036,5.47405250859
6040;De Rungraaf;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474031524674334, 51.434638648672724]}";51.4346386487,5.47403152467
6045;De Rungraaf;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473850415145332, 51.43465650032681]}";51.4346565003,5.47385041515
6046;De Rungraaf;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473878801091936, 51.43467804302145]}";51.434678043,5.47387880109
6049;De Rungraaf;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473944213675495, 51.43473499147606]}";51.4347349915,5.47394421368
6051;De Rungraaf;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47398246977844, 51.434766540172774]}";51.4347665402,5.47398246978
6056;De Rungraaf;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474094789239376, 51.434858886914945]}";51.4348588869,5.47409478924
6057;De Rungraaf;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474117017395364, 51.43487889708528]}";51.4348788971,5.4741170174
6059;De Rungraaf;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474155276668621, 51.43491198278618]}";51.4349119828,5.47415527667
6062;De Rungraaf;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474082608393296, 51.43493437391147]}";51.4349343739,5.47408260839
6063;De Rungraaf;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474064106686398, 51.43492283727397]}";51.4349228373,5.47406410669
6315;Ploegstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.472575259958954, 51.432591236547246]}";51.4325912365,5.47257525996
6318;Ploegstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.472697729464361, 51.432507044992775]}";51.432507045,5.47269772946
6321;Ploegstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.472854189168654, 51.43238450236886]}";51.4323845024,5.47285418917
6324;Ploegstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.472980041626453, 51.43228753239574]}";51.4322875324,5.47298004163
6326;Ploegstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47309077128899, 51.43230128969898]}";51.4323012897,5.47309077129
6329;Ploegstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.472937693814283, 51.43241105545985]}";51.4324110555,5.47293769381
6338;De Rungraaf;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.4736748410909, 51.4349924478027]}";51.4349924478,5.47367484109
6340;De Rungraaf;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.473642738661517, 51.43496012140927]}";51.4349601214,5.47364273866
6611;Augustijnendreef;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.485581056521669, 51.43920868256127]}";51.4392086826,5.48558105652
6616;Augustijnendreef;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.485604097333311, 51.439305378519734]}";51.4393053785,5.48560409733
6617;Augustijnendreef;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.485879380815992, 51.43873278006449]}";51.4387327801,5.48587938082
5813;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473303363462656, 51.46890422668627]}";51.4689042267,5.47330336346
5818;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473509345998297, 51.468899966371275]}";51.4688999664,5.473509346
5822;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473643009561149, 51.468895768392166]}";51.4688957684,5.47364300956
5823;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473669303436533, 51.468895748869045]}";51.4688957489,5.47366930344
5828;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.4738270732697405, 51.46889152378648]}";51.4688915238,5.47382707327
5830;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473905966662753, 51.468890089802215]}";51.4688900898,5.47390596666
5831;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473941025158707, 51.46889006369108]}";51.4688900637,5.47394102516
6070;De Rungraaf;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47393575344401, 51.43482357218408]}";51.4348235722,5.47393575344
6071;De Rungraaf;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473922187445628, 51.43481356890912]}";51.4348135689,5.47392218745
6073;De Rungraaf;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473878994254674, 51.43477971378023]}";51.4347797138,5.47387899425
6077;De Rungraaf;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473782717823954, 51.434698914332614]}";51.4346989143,5.47378271782
6078;De Rungraaf;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473684258512499, 51.43476367902982]}";51.434763679,5.47368425851
6081;De Rungraaf;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473762001398744, 51.43482370153885]}";51.4348237015,5.4737620014
6084;De Rungraaf;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473821232625462, 51.43486679412239]}";51.4348667941,5.47382123263
6348;De Rungraaf;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.47348352078154, 51.43482852850087]}";51.4348285285,5.47348352078
6353;Wilhelminaplein;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.471196574031243, 51.437995356236755]}";51.4379953562,5.47119657403
6355;Wilhelminaplein;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.471336272072596, 51.4380525581218]}";51.4380525581,5.47133627207
6362;Wilhelminaplein;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.470858905020548, 51.437748761498234]}";51.4377487615,5.47085890502
6363;Wilhelminaplein;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.470875426165842, 51.43773101496954]}";51.437731015,5.47087542617
6366;Wilhelminaplein;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.470922639013696, 51.43768220847607]}";51.4376822085,5.47092263901
6368;Wilhelminaplein;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.470657910415201, 51.437753337218744]}";51.4377533372,5.47065791042
6370;Wilhelminaplein;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.470698032345218, 51.437711924590175]}";51.4377119246,5.47069803235
6372;Wilhelminaplein;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.470775933598046, 51.43763797279385]}";51.4376379728,5.4707759336
6618;Augustijnendreef;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.485925024022814, 51.43872322775997]}";51.4387232278,5.48592502402
6621;Aert Roelofsstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.486234888780281, 51.43889102853974]}";51.4388910285,5.48623488878
6624;Aert Roelofsstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.486280873066053, 51.439038440518246]}";51.4390384405,5.48628087307
6627;Nicolaas Clopperstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.48613750433739, 51.439607757587986]}";51.4396077576,5.48613750434
6629;Nicolaas Clopperstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.486198366002929, 51.43959660754136]}";51.4395966075,5.486198366
